"agency","Charge_Description_Orig","activityDate","BLOCK_ADDRESS","ZipCode","community","fullAdr","lon","lat"
"SAN DIEGO","PETTY THEFT","1/17/2015 17:00:00","1600  BLOCK GARNET AVENUE","92109","SAN DIEGO","1600  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2408567,32.7998083
"SAN DIEGO","PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","1/19/2015 17:00:00","1700  BLOCK GARNET AVENUE","92109","SAN DIEGO","1700  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2389958,32.8002163
"SAN DIEGO","GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950","2/14/2015 19:15:00","3800  BLOCK INGRAHAM STREET","92109","SAN DIEGO","3800  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.237512,32.7887678
"SAN DIEGO","BURGLARY/UNSPECIFIED","3/22/2015 2:05:00","1900  BLOCK DIAMOND STREET","92109","SAN DIEGO","1900  BLOCK DIAMOND STREET , SAN DIEGO, CA  92109",-117.2361963,32.8038184
"SAN DIEGO","BURGLARY/UNSPECIFIED","4/3/2015 8:00:00","5200  BLOCK SOLEDAD MTN ROAD","92109","SAN DIEGO","5200  BLOCK SOLEDAD MTN ROAD , SAN DIEGO, CA  92109",-117.2331165,32.8139845
"SAN DIEGO","IMPERSONATE TO GET MONEY/FELONY","3/24/2015 16:18:00","800  BLOCK LAW STREET","92109","SAN DIEGO","800  BLOCK LAW STREET , SAN DIEGO, CA  92109",-117.2571872,32.8021746
"SAN DIEGO","BURGLARY/UNSPECIFIED","3/19/2015 4:00:00","1900  BLOCK WILBUR AVENUE","92109","SAN DIEGO","1900  BLOCK WILBUR AVENUE , SAN DIEGO, CA  92109",-117.2376121,32.808487
"SAN DIEGO","BURGLARY/UNSPECIFIED","3/28/2015 2:00:00","3900  BLOCK INGRAHAM STREET","92109","SAN DIEGO","3900  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.2381155,32.7906786
"SAN DIEGO","BATTERY WITH SERIOUS BODILY INJURY (F)","1/17/2015 17:00:00","700  BLOCK GRAND AVENUE","92109","SAN DIEGO","700  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2560589,32.7945089
"SAN DIEGO","PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","4/11/2015 12:30:00","600  BLOCK LAW STREET","92109","SAN DIEGO","600  BLOCK LAW STREET , SAN DIEGO, CA  92109",-117.2586905,32.8018505
"SAN DIEGO","RAPE","1/26/2015 1:00:00","900  BLOCK FELSPAR STREET","92109","SAN DIEGO","900  BLOCK FELSPAR STREET , SAN DIEGO, CA  92109",-117.2539384,32.7979163
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","1/13/2015 18:11:00","1000  BLOCK THOMAS AVENUE","92109","SAN DIEGO","1000  BLOCK THOMAS AVENUE , SAN DIEGO, CA  92109",-117.2509242,32.7944872
"SAN DIEGO","PLANT/CULTIVATE, ETC. MARIJUANA/HASHISH","1/14/2015 0:56:00","400  BLOCK SEA WORLD DRIVE","92109","SAN DIEGO","400  BLOCK SEA WORLD DRIVE , SAN DIEGO, CA  92109",-117.2240847,32.7614025
"SAN DIEGO","PLANT/CULTIVATE, ETC. MARIJUANA/HASHISH","1/14/2015 0:56:00","400  BLOCK SEA WORLD DRIVE","92109","SAN DIEGO","400  BLOCK SEA WORLD DRIVE , SAN DIEGO, CA  92109",-117.2240847,32.7614025
"SAN DIEGO","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","1/14/2015 3:10:00","2700  BLOCK GARNET AVENUE","92109","SAN DIEGO","2700  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2214939,32.8056317
"SAN DIEGO","BURGLARY/SECOND DEGREE","1/9/2015 17:00:00","3700  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3700  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2535843,32.7824414
"SAN DIEGO","GRAND THEFT/UNSPECIFIED","1/11/2015 8:00:00","1400  BLOCK VACATION ROAD","92109","SAN DIEGO","1400  BLOCK VACATION ROAD , SAN DIEGO, CA  92109",-117.2387119,32.7749863
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","4/2/2015 9:30:00","2900  BLOCK BAYSIDE WALK","92109","SAN DIEGO           ","2900  BLOCK BAYSIDE WALK , SAN DIEGO, CA  92109",-117.2503019,32.7657044
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","5/16/2015 13:05:00","1400  BLOCK GARNET AVENUE","92109","SAN DIEGO","1400  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2444118,32.7991845
"SAN DIEGO","POSSESS MARIJUANA OVER 28.5 GRAMS","1/8/2015 19:30:00","700  BLOCK REED AVENUE","92109","SAN DIEGO","700  BLOCK REED AVENUE , SAN DIEGO, CA  92109",-117.2554188,32.7925303
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","1/8/2015 23:40:00","900  BLOCK HORNBLEND STREET","92109","SAN DIEGO","900  BLOCK HORNBLEND STREET , SAN DIEGO, CA  92109",-117.2533733,32.7960623
"SAN DIEGO","MINOR POSSESS ALCOHOL","1/8/2015 23:20:00","900  BLOCK GARNET AVENUE","92109","SAN DIEGO","900  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2536748,32.7969783
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","1/8/2015 23:45:00","1200  BLOCK GARNET AVENUE","92109","SAN DIEGO","1200  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2480706,32.7984763
"SAN DIEGO","MALICIOUS MISCHIEF/VANDALISM(MISDEMEANOR)","1/17/2015 11:20:00","1900  BLOCK REED AVENUE","92109","SAN DIEGO","1900  BLOCK REED AVENUE , SAN DIEGO, CA  92109",-117.2341406,32.7971723
"SAN DIEGO","THEFT","1/24/2015 20:00:00","4200  BLOCK MISSION BAY DRIVE","92109","SAN DIEGO","4200  BLOCK MISSION BAY DRIVE , SAN DIEGO, CA  92109",-117.2115335,32.7980515
"SAN DIEGO","BURGLARY/UNSPECIFIED","1/13/2015 17:00:00","1100  BLOCK REED AVENUE","92109","SAN DIEGO","1100  BLOCK REED AVENUE , SAN DIEGO, CA  92109",-117.2487964,32.7939642
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","1/7/2015 20:00:00","1200  BLOCK PACIFIC BEACH DRIVE","92109","SAN DIEGO","1200  BLOCK PACIFIC BEACH DRIVE , SAN DIEGO, CA  92109",-117.2463012,32.7926152
"SAN DIEGO","VANDALISM ($400 OR MORE)","1/26/2015 2:45:00","1500  BLOCK LA PLAYA AVENUE","92109","SAN DIEGO","1500  BLOCK LA PLAYA AVENUE , SAN DIEGO, CA  92109",-117.2393193,32.7883653
"SAN DIEGO","GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950","1/6/2015 5:50:00","1100  BLOCK FELSPAR STREET","92109","SAN DIEGO","1100  BLOCK FELSPAR STREET , SAN DIEGO, CA  92109",-117.2502824,32.7987183
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/17/2015 3:07:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","VANDALISM ($400 OR MORE)","1/21/2015 20:00:00","2000  BLOCK FELSPAR STREET","92109","SAN DIEGO","2000  BLOCK FELSPAR STREET , SAN DIEGO, CA  92109",-117.2337895,32.8023533
"SAN DIEGO","VANDALISM ($400 OR MORE)","1/20/2015 12:00:00","3200  BLOCK MISSION BOULEVARD","92109","SAN DIEGO","3200  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2513021,32.7720877
"SAN DIEGO","THREATEN CRIME WITH INTENT TO TERRORIZE","1/23/2015 12:40:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","1/18/2015 0:30:00","4000  BLOCK MORRELL STREET","92109","SAN DIEGO","4000  BLOCK MORRELL STREET , SAN DIEGO, CA  92109",-117.2312097,32.7939928
"SAN DIEGO","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","1/19/2015 19:55:00","4400  BLOCK CASS STREET","92109","SAN DIEGO","4400  BLOCK CASS STREET , SAN DIEGO, CA  92109",-117.251292,32.7955328
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/22/2015 18:30:00","1000  BLOCK FIESTA ISLAND ROAD","92109","SAN DIEGO","1000  BLOCK FIESTA ISLAND ROAD , SAN DIEGO, CA  92109",-117.2219854,32.7801651
"SAN DIEGO","POSSESS SPECIFIED CONTROLLED SUBSTANCE DEVICE/ETC.","1/22/2015 22:20:00","1500  BLOCK HORNBLEND STREET","92109","SAN DIEGO","1500  BLOCK HORNBLEND STREET , SAN DIEGO, CA  92109",-117.2423979,32.7984646
"SAN DIEGO","SELL/FURNISH/GIVE/TRANSPORT/ETC MARIJUANA OVER 28.5 GRAMS","1/23/2015 1:15:00","800  BLOCK WEST MISSION BAY DRIVE","92109","SAN DIEGO","800  BLOCK WEST MISSION BAY DRIVE , SAN DIEGO, CA  92109",-117.2504453,32.77212
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","1/23/2015 17:00:00","800  BLOCK GRAND AVENUE","92109","SAN DIEGO","800  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.254867,32.7947702
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/28/2015 23:18:00","1600  BLOCK GRAND AVENUE","92109","SAN DIEGO","1600  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2402885,32.7979587
"SAN DIEGO","THEFT","1/31/2015 14:00:00","2700  BLOCK DE ANZA ROAD","92109","SAN DIEGO","2700  BLOCK DE ANZA ROAD , SAN DIEGO, CA  92109",-117.2158492,32.7974593
"SAN DIEGO","BURGLARY/UNSPECIFIED","2/2/2015 18:00:00","1300  BLOCK LA PALMA STREET","92109","SAN DIEGO","1300  BLOCK LA PALMA STREET , SAN DIEGO, CA  92109",-117.2443036,32.7920044
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","4/11/2015 9:00:00","2600  BLOCK MISSION BOULEVARD","92109","SAN DIEGO           ","2600  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2490581,32.7597994
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","4/10/2015 21:30:00","5300  BLOCK LA JOLLA MESA DRIVE","92109","SAN DIEGO           ","5300  BLOCK LA JOLLA MESA DRIVE , SAN DIEGO, CA  92109",-117.2598972,32.8105194
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","4/11/2015 19:30:00","4700  BLOCK MISSION BOULEVARD","92109","SAN DIEGO           ","4700  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2564476,32.7996108
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/31/2015 3:10:00","2700  BLOCK INGRAHAM STREET","92109","SAN DIEGO","2700  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.2338773,32.7684092
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/14/2015 16:20:00","2700  BLOCK DE ANZA ROAD","92109","SAN DIEGO","2700  BLOCK DE ANZA ROAD , SAN DIEGO, CA  92109",-117.2158492,32.7974593
"SAN DIEGO","MALICIOUS MISCHIEF/VANDALISM(MISDEMEANOR)","1/20/2015 14:00:00","1700  BLOCK MISSOURI STREET","92109","SAN DIEGO","1700  BLOCK MISSOURI STREET , SAN DIEGO, CA  92109",-117.2401173,32.8039603
"SAN DIEGO","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","1/15/2015 9:20:00","1100  BLOCK TOURMALINE STREET","92109","SAN DIEGO","1100  BLOCK TOURMALINE STREET , SAN DIEGO, CA  92109",-117.2531707,32.8080823
"SAN DIEGO","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","1/31/2015 8:20:00","4600  BLOCK PICO STREET","92109","SAN DIEGO","4600  BLOCK PICO STREET , SAN DIEGO, CA  92109",-117.2229189,32.8056624
"SAN DIEGO","DRUNK, PROTECTIVE CUSTODY","1/31/2015 17:15:00","2900  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","2900  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2524538,32.765595
"SAN DIEGO","PETTY THEFT","1/17/2015 0:01:00","900  BLOCK LORING STREET","92109","SAN DIEGO","900  BLOCK LORING STREET , SAN DIEGO, CA  92109",-117.2562718,32.8053914
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/24/2015 22:45:00","3400  BLOCK MISSION BOULEVARD","92109","SAN DIEGO","3400  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2524217,32.7762091
"SAN DIEGO","GET CREDIT/ETC OTHERS ID","1/26/2015 11:00:00","2300  BLOCK ROMNEY ROAD","92109","SAN DIEGO","2300  BLOCK ROMNEY ROAD , SAN DIEGO, CA  92109",-117.2314745,32.8150863
"SAN DIEGO","THEFT/NON-RETURN OF RENTAL PROPERTY","1/24/2015 12:00:00","4600  BLOCK OCEAN BOULEVARD","92109","SAN DIEGO","4600  BLOCK OCEAN BOULEVARD , SAN DIEGO, CA  92109",-117.2575824,32.7987142
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","5/18/2015 15:00:00","2400  BLOCK ROMNEY ROAD","92109","SAN DIEGO","2400  BLOCK ROMNEY ROAD , SAN DIEGO, CA  92109",-117.2300678,32.8153983
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","5/19/2015 16:00:00","800  BLOCK DIAMOND STREET","92109","SAN DIEGO","800  BLOCK DIAMOND STREET , SAN DIEGO, CA  92109",-117.2563332,32.7993739
"SAN DIEGO","VANDALISM (LESS THAN $400) REPEAT OFFENSE","1/23/2015 15:00:00","800  BLOCK ORMOND COURT","92109","SAN DIEGO","800  BLOCK ORMOND COURT , SAN DIEGO, CA  92109",-117.2524122,32.7814933
"SAN DIEGO","EXHIBIT DEADLY WEAPON (OTHER THAN FIREARM)","2/12/2015 21:55:00","4300  BLOCK MISSION BOULEVARD","92109","SAN DIEGO           ","4300  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2546106,32.7936755
"SAN DIEGO","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","1/20/2015 15:20:00","500  BLOCK SEA WORLD DRIVE","92109","SAN DIEGO","500  BLOCK SEA WORLD DRIVE , SAN DIEGO, CA  92109",-117.2267477,32.7639528
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","1/21/2015 1:08:00","1100  BLOCK GARNET AVENUE","92109","SAN DIEGO","1100  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2499919,32.7977784
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/21/2015 3:00:00","1100  BLOCK GARNET AVENUE","92109","SAN DIEGO","1100  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2499919,32.7977784
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/21/2015 2:37:00","4300  BLOCK INGRAHAM STREET","92109","SAN DIEGO","4300  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.2399753,32.7969045
"SAN DIEGO","BURGLARY/UNSPECIFIED","1/29/2015 9:00:00","1300  BLOCK LA PALMA STREET","92109","SAN DIEGO","1300  BLOCK LA PALMA STREET , SAN DIEGO, CA  92109",-117.2443036,32.7920044
"SAN DIEGO","VANDALISM (LESS THAN $400)","1/23/2015 23:00:00","4200  BLOCK FANUEL STREET","92109","SAN DIEGO","4200  BLOCK FANUEL STREET , SAN DIEGO, CA  92109",-117.2449335,32.7939131
"SAN DIEGO","BATTERY W/SERIOUS BODILY INJURY","1/24/2015 1:57:00","1100  BLOCK GARNET AVENUE","92109","SAN DIEGO","1100  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2499919,32.7977784
"SAN DIEGO","IMPERSONATE TO GET MONEY/FELONY","1/26/2015 9:00:00","3900  BLOCK RIVIERA DRIVE","92109","SAN DIEGO","3900  BLOCK RIVIERA DRIVE , SAN DIEGO, CA  92109",-117.2407794,32.7899715
"SAN DIEGO","GET CREDIT/ETC OTHERS ID","3/9/2015 0:01:00","4700  BLOCK MISSION BOULEVARD","92109","SAN DIEGO","4700  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2564476,32.7996108
"SAN DIEGO","BURGLARY/UNSPECIFIED","1/28/2015 16:45:00","700  BLOCK BALBOA COURT","92109","SAN DIEGO","700  BLOCK BALBOA COURT , SAN DIEGO, CA  92109",-117.2522769,32.7624706
"SAN DIEGO","OPEN CONTAINER IN PUBLIC PARK","1/12/2015 23:50:00","4400  BLOCK OCEAN BOULEVARD","92109","SAN DIEGO","4400  BLOCK OCEAN BOULEVARD , SAN DIEGO, CA  92109",-117.255962,32.794346
"SAN DIEGO","IMPERSONATE TO GET MONEY/FELONY","1/15/2015 18:00:00","3800  BLOCK INGRAHAM STREET","92109","SAN DIEGO","3800  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.237512,32.7887678
"SAN DIEGO","GET CREDIT/ETC OTHERS ID","12/29/2014 0:01:00","4900  BLOCK PACIFICA DRIVE","92109","SAN DIEGO","4900  BLOCK PACIFICA DRIVE , SAN DIEGO, CA  92109",-117.2230943,32.8102168
"SAN DIEGO","RAPE: VICTIM DRUGGED","1/13/2015 23:59:00","1100  BLOCK GARNET AVENUE","92109","SAN DIEGO","1100  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2499919,32.7977784
"SAN DIEGO","IMPERSONATE TO GET MONEY/FELONY","1/26/2015 12:00:00","1300  BLOCK GARNET AVENUE","92109","SAN DIEGO","1300  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2463657,32.7985843
"SAN DIEGO","GET CREDIT/ETC OTHERS ID","1/28/2015 12:30:00","1000  BLOCK GRAND AVENUE","92109","SAN DIEGO","1000  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2512603,32.7955561
"SAN DIEGO","VANDALISM ($400 OR MORE)","1/31/2015 2:45:00","800  BLOCK ORMOND COURT","92109","SAN DIEGO","800  BLOCK ORMOND COURT , SAN DIEGO, CA  92109",-117.2524122,32.7814933
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","1/2/2015 12:00:00","1200  BLOCK REED AVENUE","92109","SAN DIEGO","1200  BLOCK REED AVENUE , SAN DIEGO, CA  92109",-117.2469726,32.7943533
"SAN DIEGO","RAPE","1/28/2015 1:00:00","2800  BLOCK NORTH MISSION BAY DRIVE","92109","SAN DIEGO","2800  BLOCK NORTH MISSION BAY DRIVE , SAN DIEGO, CA  92109",-117.2134671,32.7987102
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/17/2015 3:23:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/16/2015 0:09:00","500  BLOCK SEA WORLD DRIVE","92109","SAN DIEGO","500  BLOCK SEA WORLD DRIVE , SAN DIEGO, CA  92109",-117.2267477,32.7639528
"SAN DIEGO","GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950","2/5/2015 10:00:00","700  BLOCK THOMAS AVENUE","92109","SAN DIEGO","700  BLOCK THOMAS AVENUE , SAN DIEGO, CA  92109",-117.2557263,32.7934501
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/17/2015 1:26:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/17/2015 0:29:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/17/2015 1:51:00","2400  BLOCK GRAND AVENUE","92109","SAN DIEGO","2400  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2256284,32.8011788
"SAN DIEGO","TAMPER WITH AUTO","2/28/2015 7:00:00","1700  BLOCK WEST MISSION BAY DRIVE","92109","SAN DIEGO","1700  BLOCK WEST MISSION BAY DRIVE , SAN DIEGO, CA  92109",-117.2367656,32.765199
"SAN DIEGO","POSS CONTRL SUB PARAPHERNALIA","1/26/2015 7:39:00","1600  BLOCK GRAND AVENUE","92109","SAN DIEGO","1600  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2402885,32.7979587
"SAN DIEGO","POSS CONTROLLED SUBSTANCE FOR SALE","1/26/2015 7:39:00","1600  BLOCK GRAND AVENUE","92109","SAN DIEGO","1600  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2402885,32.7979587
"SAN DIEGO","POSS CONTRL SUB PARAPHERNALIA","1/26/2015 7:39:00","1600  BLOCK GRAND AVENUE","92109","SAN DIEGO","1600  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2402885,32.7979587
"SAN DIEGO","USE/UNDER INFLUENCE OF CONTROLLED SUBSTANCE","1/18/2015 0:30:00","4000  BLOCK MORRELL STREET","92109","SAN DIEGO","4000  BLOCK MORRELL STREET , SAN DIEGO, CA  92109",-117.2312097,32.7939928
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","1/18/2015 17:50:00","1200  BLOCK GARNET AVENUE","92109","SAN DIEGO","1200  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2480706,32.7984763
"SAN DIEGO","PETTY THEFT","2/8/2015 19:30:00","1500  BLOCK MISSOURI STREET","92109","SAN DIEGO","1500  BLOCK MISSOURI STREET , SAN DIEGO, CA  92109",-117.2438267,32.8031295
"SAN DIEGO","BATTERY WITH SERIOUS BODILY INJURY (F)","2/13/2015 2:35:00","2900  BLOCK MISSION BOULEVARD","92109","SAN DIEGO","2900  BLOCK MISSION BOULEVARD , SAN DIEGO, CA  92109",-117.2513477,32.7656389
"SAN DIEGO","DRUNK, PROTECTIVE CUSTODY","1/25/2015 0:21:00","1100  BLOCK GARNET AVENUE","92109","SAN DIEGO","1100  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2499919,32.7977784
"SAN DIEGO","BATTERY WITH SERIOUS BODILY INJURY (F)","2/2/2015 17:00:00","3800  BLOCK INGRAHAM STREET","92109","SAN DIEGO","3800  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.237512,32.7887678
"SAN DIEGO","GET CREDIT/ETC OTHERS ID","1/9/2015 0:00:00","700  BLOCK SALEM COURT","92109","SAN DIEGO","700  BLOCK SALEM COURT , SAN DIEGO, CA  92109",-117.2539434,32.7849695
"SAN DIEGO","DUI ALCOHOL AND/OR DRUGS","1/31/2015 2:30:00","2600  BLOCK INGRAHAM STREET","92109","SAN DIEGO","2600  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.2337715,32.7678102
"SAN DIEGO","DISORDERLY CONDUCT:  ALCOHOL","1/17/2015 21:07:00","700  BLOCK GRAND AVENUE","92109","SAN DIEGO","700  BLOCK GRAND AVENUE , SAN DIEGO, CA  92109",-117.2560589,32.7945089
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","4/14/2015 12:51:00","1700  BLOCK DIAMOND STREET","92109","SAN DIEGO           ","1700  BLOCK DIAMOND STREET , SAN DIEGO, CA  92109",-117.2398292,32.8030133
"SAN DIEGO","BURGLARY/UNSPECIFIED","2/6/2015 23:00:00","2800  BLOCK BAYSIDE LANE","92109","SAN DIEGO","2800  BLOCK BAYSIDE LANE , SAN DIEGO, CA  92109",-117.2502634,32.7635805
"SAN DIEGO","GET CREDIT/ETC OTHERS ID","1/29/2015 12:00:00","1800  BLOCK CHALCEDONY STREET","92109","SAN DIEGO","1800  BLOCK CHALCEDONY STREET , SAN DIEGO, CA  92109",-117.2385726,32.8052793
"SAN DIEGO","EXHIBIT DEADLY WEAPON (OTHER THAN FIREARM)","3/14/2015 7:54:00","3800  BLOCK INGRAHAM STREET","92109","SAN DIEGO           ","3800  BLOCK INGRAHAM STREET , SAN DIEGO, CA  92109",-117.237512,32.7887678
"SAN DIEGO","TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT","1/22/2015 8:00:00","1000  BLOCK EMERALD STREET","92109","SAN DIEGO","1000  BLOCK EMERALD STREET , SAN DIEGO, CA  92109",-117.252389,32.7992619
"SAN DIEGO","BURGLARY/UNSPECIFIED","3/18/2015 7:55:00","800  BLOCK EL CARMEL PLACE","92109","SAN DIEGO","800  BLOCK EL CARMEL PLACE , SAN DIEGO, CA  92109",-117.2525419,32.7783026
"SAN DIEGO","VANDALISM (LESS THAN $400)","2/8/2015 14:56:00","4300  BLOCK MISSION BAY DRIVE","92109","SAN DIEGO","4300  BLOCK MISSION BAY DRIVE , SAN DIEGO, CA  92109",-117.2127828,32.7997045
"SAN DIEGO","GRAND THEFT/UNSPECIFIED","2/12/2015 21:00:00","1500  BLOCK MISSOURI STREET","92109","SAN DIEGO","1500  BLOCK MISSOURI STREET , SAN DIEGO, CA  92109",-117.2438267,32.8031295
"SAN DIEGO","GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950","2/4/2015 22:00:00","3800  BLOCK KENDALL STREET","92109","SAN DIEGO","3800  BLOCK KENDALL STREET , SAN DIEGO, CA  92109",-117.2342428,32.7897811
"SAN DIEGO","PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","2/4/2015 0:00:00","900  BLOCK WILBUR AVENUE","92109","SAN DIEGO","900  BLOCK WILBUR AVENUE , SAN DIEGO, CA  92109",-117.2559294,32.8044432
"SAN DIEGO","GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950","2/14/2015 1:27:00","1000  BLOCK OLIVER AVENUE","92109","SAN DIEGO","1000  BLOCK OLIVER AVENUE , SAN DIEGO, CA  92109",-117.2503453,32.7926143
"SAN DIEGO","PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","2/19/2015 14:03:00","1700  BLOCK GARNET AVENUE","92109","SAN DIEGO           ","1700  BLOCK GARNET AVENUE , SAN DIEGO, CA  92109",-117.2389958,32.8002163
"SAN DIEGO","ACQUIRE/ETC PERSONAL IDENTIFYING INFO WITH INTENT TO DEFRAUD","12/28/2014 0:00:00","2300  BLOCK WILBUR AVENUE","92109","SAN DIEGO","2300  BLOCK WILBUR AVENUE , SAN DIEGO, CA  92109",-117.2300194,32.8101883
"SAN DIEGO","GRAND THEFT:MONEY/LABOR/PROPERTY OVER $950","4/19/2015 16:00:00","3100  BLOCK OCEAN FRONT WALK","92109","SAN DIEGO","3100  BLOCK OCEAN FRONT WALK , SAN DIEGO, CA  92109",-117.2528154,32.76983
"SAN DIEGO","PETTY THEFT / THEFT OF PERSONAL PROPERTY / SHOPLIFT","4/21/2015 0:00:00","1200  BLOCK REED AVENUE","92109","SAN DIEGO","1200  BLOCK REED AVENUE , SAN DIEGO, CA  92109",-117.2469726,32.7943533
